"Lower Frequency";"Upper Frequency";"RR Region 1 Allocation and RR footnotes applicable to CEPT";"RR Region 1 frequency range footnotes";"European Common Allocation and ECA footnotes";"ECA frequency range footnotes";"ECC/ERC harmonisation measure";"Applications";"Standard";"Notes"
"185 GHz";"190 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), INTER-SATELLITE(5.562H), SPACE RESEARCH (PASSIVE)";"";"EARTH EXPLORATION-SATELLITE (PASSIVE), INTER-SATELLITE(5.562H), SPACE RESEARCH (PASSIVE)";"";"";"Passive sensors (satellite)";"";"Passive sensing of the water vapour absorption line whose peak is at 183.31 GHz"
"185 GHz";"190 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), INTER-SATELLITE(5.562H), SPACE RESEARCH (PASSIVE)";"";"EARTH EXPLORATION-SATELLITE (PASSIVE), INTER-SATELLITE(5.562H), SPACE RESEARCH (PASSIVE)";"";"ECC/DEC/(22)03";"Radiodetermination applications";"EN 303 883";""
"190 GHz";"191.8 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), SPACE RESEARCH (PASSIVE)";"5.340";"EARTH EXPLORATION-SATELLITE (PASSIVE), SPACE RESEARCH (PASSIVE)";"5.340";"";"Passive sensors (satellite)";"";"Passive sensing of the water vapour absorption line whose peak is at 183.31 GHz"
"190 GHz";"191.8 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), SPACE RESEARCH (PASSIVE)";"5.340";"EARTH EXPLORATION-SATELLITE (PASSIVE), SPACE RESEARCH (PASSIVE)";"5.340";"";"Radio astronomy";"";"Continuum and spectral line observations"
"190 GHz";"191.8 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), SPACE RESEARCH (PASSIVE)";"5.340";"EARTH EXPLORATION-SATELLITE (PASSIVE), SPACE RESEARCH (PASSIVE)";"5.340";"ECC/DEC/(22)03";"Radiodetermination applications";"EN 303 883";""
"191.8 GHz";"200 GHz";"FIXED, INTER-SATELLITE, MOBILE(5.558), MOBILE-SATELLITE, RADIONAVIGATION, RADIONAVIGATION-SATELLITE";"5.149, 5.341, 5.554";"FIXED, INTER-SATELLITE, MOBILE(5.558), MOBILE-SATELLITE, RADIONAVIGATION, RADIONAVIGATION-SATELLITE";"5.149, 5.341, 5.554";"";"Radio astronomy";"";"Continuum and spectral line observations"
"191.8 GHz";"200 GHz";"FIXED, INTER-SATELLITE, MOBILE(5.558), MOBILE-SATELLITE, RADIONAVIGATION, RADIONAVIGATION-SATELLITE";"5.149, 5.341, 5.554";"FIXED, INTER-SATELLITE, MOBILE(5.558), MOBILE-SATELLITE, RADIONAVIGATION, RADIONAVIGATION-SATELLITE";"5.149, 5.341, 5.554";"ECC/DEC/(22)03";"Radiodetermination applications";"EN 303 883";""
"200 GHz";"202 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340, 5.341, 5.563A";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340, 5.341, 5.563A";"";"Earth exploration-satellite";"";"(EESS) Atmospheric limb sounding and atmospheric remote sensing of nitrous oxide at 201 GHz"
"200 GHz";"202 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340, 5.341, 5.563A";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340, 5.341, 5.563A";"";"Radio astronomy";"";"Continuum and spectral line observations"
"200 GHz";"202 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340, 5.341, 5.563A";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340, 5.341, 5.563A";"ECC/DEC/(22)03";"Radiodetermination applications";"EN 303 883";""
"202 GHz";"209 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340, 5.341, 5.563A";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340, 5.341, 5.563A";"";"Earth exploration-satellite";"";"(EESS) Atmospheric limb sounding and atmospheric remote sensing of water vapour at 203.4 GHz and ozone at 208.5 GHz"
"202 GHz";"209 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340, 5.341, 5.563A";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340, 5.341, 5.563A";"";"Radio astronomy";"";"Continuum and spectral line observations"
"202 GHz";"209 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340, 5.341, 5.563A";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340, 5.341, 5.563A";"ECC/DEC/(22)03";"Radiodetermination applications";"EN 303 883";""
"209 GHz";"217 GHz";"FIXED, FIXED-SATELLITE (EARTH-TO-SPACE), MOBILE, RADIO ASTRONOMY";"5.149, 5.341";"FIXED, FIXED-SATELLITE (EARTH-TO-SPACE), MOBILE, RADIO ASTRONOMY";"5.149, 5.341";"";"Radio astronomy";"";"Continuum and spectral line observations"
"209 GHz";"217 GHz";"FIXED, FIXED-SATELLITE (EARTH-TO-SPACE), MOBILE, RADIO ASTRONOMY";"5.149, 5.341";"FIXED, FIXED-SATELLITE (EARTH-TO-SPACE), MOBILE, RADIO ASTRONOMY";"5.149, 5.341";"ECC/DEC/(22)03";"Radiodetermination applications";"EN 303 883";""
"217 GHz";"226 GHz";"FIXED, FIXED-SATELLITE (EARTH-TO-SPACE), MOBILE, RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)(5.562B)";"5.149, 5.341";"FIXED, FIXED-SATELLITE (EARTH-TO-SPACE), MOBILE, RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)(5.562B)";"5.149, 5.341";"";"Radio astronomy";"";"Continuum and spectral line observations"
"217 GHz";"226 GHz";"FIXED, FIXED-SATELLITE (EARTH-TO-SPACE), MOBILE, RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)(5.562B)";"5.149, 5.341";"FIXED, FIXED-SATELLITE (EARTH-TO-SPACE), MOBILE, RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)(5.562B)";"5.149, 5.341";"ECC/DEC/(22)03";"Radiodetermination applications";"EN 303 883";""
"226 GHz";"231.5 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340";"";"Passive sensors (satellite)";"";"Atmospheric limb sounding. Reference window for higher frequency water vapour measurements"
"226 GHz";"231.5 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340";"";"Radio astronomy";"";"Continuum and spectral line observations (e.g. CO line), VLBI "
"226 GHz";"231.5 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340";"ECC/DEC/(22)03";"Radiodetermination applications";"EN 303 883";""
"231.5 GHz";"232 GHz";"FIXED, MOBILE, Radiolocation";"";"FIXED, MOBILE, Radiolocation";"";"ECC/DEC/(22)03";"Radiodetermination applications";"EN 303 883";""
"232 GHz";"235 GHz";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE, Radiolocation";"";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE, Radiolocation";"";"ECC/DEC/(22)03";"Radiodetermination applications";"EN 303 883";""
"235 GHz";"238 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), FIXED-SATELLITE (SPACE-TO-EARTH), SPACE RESEARCH (PASSIVE)";"5.563A, 5.563B";"EARTH EXPLORATION-SATELLITE (PASSIVE), FIXED-SATELLITE (SPACE-TO-EARTH), SPACE RESEARCH (PASSIVE)";"5.563A, 5.563B";"";"Passive sensors (satellite)";"";"Passive sensing limited to microwave sounding"
"235 GHz";"238 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), FIXED-SATELLITE (SPACE-TO-EARTH), SPACE RESEARCH (PASSIVE)";"5.563A, 5.563B";"EARTH EXPLORATION-SATELLITE (PASSIVE), FIXED-SATELLITE (SPACE-TO-EARTH), SPACE RESEARCH (PASSIVE)";"5.563A, 5.563B";"";"Radio astronomy";"";"Continuum and spectral line observations"
"235 GHz";"238 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), FIXED-SATELLITE (SPACE-TO-EARTH), SPACE RESEARCH (PASSIVE)";"5.563A, 5.563B";"EARTH EXPLORATION-SATELLITE (PASSIVE), FIXED-SATELLITE (SPACE-TO-EARTH), SPACE RESEARCH (PASSIVE)";"5.563A, 5.563B";"ECC/DEC/(22)03";"Radiodetermination applications";"EN 303 883";""
"238 GHz";"240 GHz";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE, RADIOLOCATION, RADIONAVIGATION, RADIONAVIGATION-SATELLITE";"";"FIXED, FIXED-SATELLITE (SPACE-TO-EARTH), MOBILE, RADIOLOCATION, RADIONAVIGATION, RADIONAVIGATION-SATELLITE";"";"ECC/DEC/(22)03";"Radiodetermination applications";"EN 303 883";""
"240 GHz";"241 GHz";"FIXED, MOBILE, RADIOLOCATION";"";"FIXED, MOBILE, RADIOLOCATION";"";"ECC/DEC/(22)03";"Radiodetermination applications";"EN 303 883";""
"241 GHz";"248 GHz";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-Satellite";"5.138, 5.149";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-Satellite";"5.138, 5.149";"";"Amateur";"";"Within the band 241-250 GHz"
"241 GHz";"248 GHz";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-Satellite";"5.138, 5.149";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-Satellite";"5.138, 5.149";"";"Amateur-satellite";"";"Within the band 241-250GHz"
"241 GHz";"248 GHz";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-Satellite";"5.138, 5.149";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-Satellite";"5.138, 5.149";"ERC/REC 70-03";"Non-specific SRDs";"EN 305 550";"Within the band 244-246 GHz"
"241 GHz";"248 GHz";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-Satellite";"5.138, 5.149";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-Satellite";"5.138, 5.149";"";"Radio astronomy";"";"Continuum and spectral line observations"
"241 GHz";"248 GHz";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-Satellite";"5.138, 5.149";"RADIO ASTRONOMY, RADIOLOCATION, Amateur, Amateur-Satellite";"5.138, 5.149";"ECC/DEC/(22)03";"Radiodetermination applications";"EN 303 883";""
"248 GHz";"250 GHz";"AMATEUR, AMATEUR-SATELLITE, Radio Astronomy";"5.149";"AMATEUR, AMATEUR-SATELLITE, Radio Astronomy";"5.149";"";"Amateur";"";"Within the band 241-250 GHz"
"248 GHz";"250 GHz";"AMATEUR, AMATEUR-SATELLITE, Radio Astronomy";"5.149";"AMATEUR, AMATEUR-SATELLITE, Radio Astronomy";"5.149";"";"Amateur-satellite";"";"Within the band 241-250 GHz"
"248 GHz";"250 GHz";"AMATEUR, AMATEUR-SATELLITE, Radio Astronomy";"5.149";"AMATEUR, AMATEUR-SATELLITE, Radio Astronomy";"5.149";"";"Radio astronomy";"";"Continuum and spectral line observations"
"248 GHz";"250 GHz";"AMATEUR, AMATEUR-SATELLITE, Radio Astronomy";"5.149";"AMATEUR, AMATEUR-SATELLITE, Radio Astronomy";"5.149";"ECC/DEC/(22)03";"Radiodetermination applications";"EN 303 883";""
"250 GHz";"252 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340, 5.563A";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340, 5.563A";"";"Earth exploration-satellite";"";"(EESS) Limb sounding of nitrous oxide near 251 GHz"
"250 GHz";"252 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340, 5.563A";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340, 5.563A";"";"Radio astronomy";"";"Continuum and spectral line observations"
"250 GHz";"252 GHz";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340, 5.563A";"EARTH EXPLORATION-SATELLITE (PASSIVE), RADIO ASTRONOMY, SPACE RESEARCH (PASSIVE)";"5.340, 5.563A";"ECC/DEC/(22)03";"Radiodetermination applications";"EN 303 883";""
"252 GHz";"265 GHz";"FIXED, MOBILE, MOBILE-SATELLITE (EARTH-TO-SPACE), RADIO ASTRONOMY, RADIONAVIGATION, RADIONAVIGATION-SATELLITE";"5.149, 5.554";"FIXED, MOBILE, MOBILE-SATELLITE (EARTH-TO-SPACE), RADIO ASTRONOMY, RADIONAVIGATION, RADIONAVIGATION-SATELLITE";"5.149, 5.554";"";"Radio astronomy";"";"Continuum and spectral line observations"
