"Harmonised Standard";"link";"Low frequency";"High frequency";"Unit";"Application Term"
"EN 302 217";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf"")";"37.0";"39.5";"GHz";"Point-to-Point - Fixed"
"EN 302 217";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf"")";"40.5";"43.5";"GHz";"Point-to-Point - Fixed"
"EN 302 217";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf"")";"48.2";"50.2";"GHz";"Point-to-Point - Fixed"
"EN 302 217";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf"")";"50.4";"52.6";"GHz";"Point-to-Point - Fixed"
"EN 302 217";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf"")";"55.78";"66.0";"GHz";"Point-to-Point - Fixed"
"EN 302 217";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf"")";"71.0";"76.0";"GHz";"Point-to-Point - Fixed"
"EN 302 217";"=HYPERLINK(""http://www.etsi.org/deliver/etsi_en/302200_302299/30221703/02.02.01_60/en_30221703v020201p.pdf"")";"81.0";"86.0";"GHz";"Point-to-Point - Fixed"
"EN 302 426";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/302400_302499/302426/01.01.01_60/en_302426v010101p.pdf"")";"380.0";"399.9";"MHz";"PPDR - Land mobile"
"EN 302 426";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/302400_302499/302426/01.01.01_60/en_302426v010101p.pdf"")";"410.0";"430.0";"MHz";"PPDR - Land mobile"
"EN 302 426";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/302400_302499/302426/01.01.01_60/en_302426v010101p.pdf"")";"450.0";"470.0";"MHz";"PPDR - Land mobile"
"EN 301 449";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/301400_301499/301449/01.01.01_60/en_301449v010101p.pdf"")";"380.0";"399.9";"MHz";"PPDR - Land mobile"
"EN 301 449";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/301400_301499/301449/01.01.01_60/en_301449v010101p.pdf"")";"410.0";"430.0";"MHz";"PPDR - Land mobile"
"EN 301 449";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/301400_301499/301449/01.01.01_60/en_301449v010101p.pdf"")";"450.0";"470.0";"MHz";"PPDR - Land mobile"
"EN 301 526";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/301500_301599/301526/01.01.01_60/en_301526v010101p.pdf"")";"410.0";"430.0";"MHz";"PPDR - Land mobile"
"EN 301 526";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/301500_301599/301526/01.01.01_60/en_301526v010101p.pdf"")";"380.0";"399.9";"MHz";"PPDR - Land mobile"
"EN 301 526";"=HYPERLINK(""https://www.etsi.org/deliver/etsi_en/301500_301599/301526/01.01.01_60/en_301526v010101p.pdf"")";"450.0";"470.0";"MHz";"PPDR - Land mobile"
