"Type";"Title";"Group";"Publish Date";"Status";"Description";"pdf";"Landing Page"
"ECC Reports";"ECC Report 139";"SE24";"2010-02-12";"Active";"Impact of Level Probing Radars (LPR), using Ultra-Wideband Technology on Radiocommunications Services";"=HYPERLINK(""http://docdb.cept.org/download/552"")";"=HYPERLINK(""http://docdb.cept.org/document/247"")"
"ECC Reports";"ECC Report 140";"WGSE";"2010-05-19";"Active";"Compatibility between RLAN on-board aircraft and radars in the frequency bands 5250-5350 MHz and 5470-5725 MHz
";"=HYPERLINK(""http://docdb.cept.org/download/569"")";"=HYPERLINK(""http://docdb.cept.org/document/249"")"
"ECC Reports";"ECC Report 141";"WGFM";"2010-06-07";"Active";"Future possibilities for the digitalisation of band II (87.5-108 MHz).<br><br> Attachments include Technical supplement to ECC Report 141 (Band II - Digitization)";"=HYPERLINK(""http://docdb.cept.org/download/572"")";"=HYPERLINK(""http://docdb.cept.org/document/250"")"
"ECC Reports";"ECC Report 142";"ECC";"2010-02-23";"Active";"Rearrangement activities for broadcasting services in order to free the sub-band 790 - 862 MHz";"=HYPERLINK(""http://docdb.cept.org/download/576"")";"=HYPERLINK(""http://docdb.cept.org/document/251"")"
"ECC Reports";"ECC Report 143";"WGNaN";"2010-02-22";"Active";"Practical Improvements in Handling 112 Emergency Calls: Caller Location Information";"=HYPERLINK(""http://docdb.cept.org/download/578"")";"=HYPERLINK(""http://docdb.cept.org/document/252"")"
"ECC Reports";"ECC Report 144";"WGNaN";"2010-02-22";"Active";"Preparing for IPv6";"=HYPERLINK(""http://docdb.cept.org/download/580"")";"=HYPERLINK(""http://docdb.cept.org/document/253"")"
"ECC Reports";"ECC Report 145";"FM44";"2010-06-07";"Active";"Regulatory Framework for Global Navigation satellite system (GNSS) repeaters";"=HYPERLINK(""http://docdb.cept.org/download/582"")";"=HYPERLINK(""http://docdb.cept.org/document/254"")"
"ECC Reports";"ECC Report 146";"ECC PT1";"2010-07-06";"Active";"Compatibility between GSM MCBTS and other services (TRR, RSBN/PRMG, HC-SDMA, GSM-R, DME, MIDS, DECT) operating in the 900 and 1800 MHz frequency bands

";"=HYPERLINK(""http://docdb.cept.org/download/584"")";"=HYPERLINK(""http://docdb.cept.org/document/255"")"
"ECC Reports";"ECC Report 147";"SE7";"2010-05-19";"Active";"Additional compatibility studies relating to PWMS in the 1518.1559 MHz excluding the band 1543.45-1543.95 MHz and 1544-1545 MHz";"=HYPERLINK(""http://docdb.cept.org/download/592"")";"=HYPERLINK(""http://docdb.cept.org/document/256"")"
"ECC Reports";"ECC Report 148";"ECC";"2010-06-09";"Active";"Measurements on the performance of DVB-T receivers in the presence of interference from the mobile service (especially from LTE)";"=HYPERLINK(""http://docdb.cept.org/download/594"")";"=HYPERLINK(""http://docdb.cept.org/document/257"")"
"ECC Reports";"ECC Report 149";"SE24";"2010-09-21";"Active";"Analysis on compatibility of Low Power-Active Medical Implant (LP-AMI) applications within the frequency range 2360-3400 MHz, in particular for the band 2483.5-2500 MHz, with incumbent services";"=HYPERLINK(""http://docdb.cept.org/download/596"")";"=HYPERLINK(""http://docdb.cept.org/document/258"")"
"ECC Reports";"ECC Report 150";"SE40";"2010-09-21";"Active";"Compatibility studies between RDSS and other services in the band 2483.5-2500 MHz";"=HYPERLINK(""http://docdb.cept.org/download/608"")";"=HYPERLINK(""http://docdb.cept.org/document/259"")"
"ECC Reports";"ECC Report 152";"FM44";"2010-10-14";"Active";"The use of the frequency bands 27.5-30.0 GHz and 17.30-20.2 GHz by satellite networks";"=HYPERLINK(""http://docdb.cept.org/download/616"")";"=HYPERLINK(""http://docdb.cept.org/document/260"")"
"ECC Reports";"ECC Report 153";"WGNaN";"2010-11-25";"Active";"Numbering and Addressing in Machine-to-Machine (M2M) Communications";"=HYPERLINK(""http://docdb.cept.org/download/618"")";"=HYPERLINK(""http://docdb.cept.org/document/261"")"
"ECC Reports";"ECC Report 154";"WGNaN";"2010-11-25";"Active";"Evolution of Geographic Numbers";"=HYPERLINK(""http://docdb.cept.org/download/620"")";"=HYPERLINK(""http://docdb.cept.org/document/262"")"
"ECC Reports";"ECC Report 155";"WGNaN";"2010-11-25";"Active";"Number Portability efficiency: Impact and analysis of certain aspects in Article 30.4 of the Universal Service Directive and general remarks on NP efficiency";"=HYPERLINK(""http://docdb.cept.org/download/622"")";"=HYPERLINK(""http://docdb.cept.org/document/263"")"
"ECC Reports";"ECC Report 156";"SE40";"2011-02-03";"Active";"Conditions for possible co-existence between HAPS gateway links and other services/systems in the 5850-7075 MHz band";"=HYPERLINK(""http://docdb.cept.org/download/624"")";"=HYPERLINK(""http://docdb.cept.org/document/264"")"
"ECC Reports";"ECC Report 157";"WGSE";"2011-02-03";"Active";"The impact of spurious emissions of radars at 2.8, 5.6 and 9.0 GHz on other radiocommunication services/systems";"=HYPERLINK(""http://docdb.cept.org/download/626"")";"=HYPERLINK(""http://docdb.cept.org/document/265"")"
"ECC Reports";"ECC Report 158";"SE24";"2011-02-03";"Active";"The impact of SRR 26 GHz applications using Ultra-Wide-Band (UWB) Technology on Radio Services
";"=HYPERLINK(""http://docdb.cept.org/download/628"")";"=HYPERLINK(""http://docdb.cept.org/document/266"")"
"ECC Reports";"ECC Report 159";"WGSE";"2011-02-03";"Active";"Technical and operational requirements for the possible operation of cognitive radio systems in the ‘white spaces’ of the frequency band 470-790 MHz<br>
“CEPT has subsequently developed ECC Report 185 and 186 as complementary studies to ECC Report 159. In particular, the geo-location approach is considered in more details in ECC Report 186, including the initial considerations contained in this report (ECC Report 159)”";"=HYPERLINK(""http://docdb.cept.org/download/631"")";"=HYPERLINK(""http://docdb.cept.org/document/267"")"
"ECC Reports";"ECC Report 160";"WGRA";"2011-02-10";"Active";"Enforcement Benchmarking in the year 2010";"=HYPERLINK(""http://docdb.cept.org/download/633"")";"=HYPERLINK(""http://docdb.cept.org/document/268"")"
"ECC Reports";"ECC Report 161";"WGFM";"2011-02-11";"Active";"Additional Considerations relating to the L-band and the MA02revCO07";"=HYPERLINK(""http://docdb.cept.org/download/635"")";"=HYPERLINK(""http://docdb.cept.org/document/269"")"
"ECC Reports";"ECC Report 162";"SE7";"2011-05-12";"Active";"Practical mechanism to improve the compatibility between GSM-R and public mobile networks and guidance on practical coordination";"=HYPERLINK(""http://docdb.cept.org/download/637"")";"=HYPERLINK(""http://docdb.cept.org/document/270"")"
"ECC Reports";"ECC Report 163";"WGSE";"2011-05-12";"Active";"The usage of the 7125-8500 MHz band within the CEPT for the elaboration of the revision of the ECC/REC/(02)06 from version 2002 to version 2011";"=HYPERLINK(""http://docdb.cept.org/download/639"")";"=HYPERLINK(""http://docdb.cept.org/document/271"")"
"ECC Reports";"ECC Report 164";"SE24";"2011-05-12";"Active";"Compatibility between Wide Band Low Activity Mode (WLAM) automotive radars in the frequency range 24.25 GHz to 24.5 GHz, and other radiocommunication systems/services";"=HYPERLINK(""http://docdb.cept.org/download/641"")";"=HYPERLINK(""http://docdb.cept.org/document/272"")"
"ECC Reports";"ECC Report 165";"SE40";"2011-05-12";"Active";"Compatibility study between MSS complementary ground component operating in the bands 1610.0-1626.5 MHz and 2483.5-2500.0 MHz and other systems in the same bands or in adjacent bands";"=HYPERLINK(""http://docdb.cept.org/download/643"")";"=HYPERLINK(""http://docdb.cept.org/document/273"")"
"ECC Reports";"ECC Report 166";"WGSE";"2011-05-12";"Active";"Coexistence between zenith-pointing meteorological radars at 24 GHz and 35 GHz and systems in other radio services";"=HYPERLINK(""http://docdb.cept.org/download/645"")";"=HYPERLINK(""http://docdb.cept.org/document/274"")"
"ECC Reports";"ECC Report 167";"SE24";"2011-05-30";"Active";"Practical implementation of registration/coordination mechanism for UWB LT2 systems";"=HYPERLINK(""http://docdb.cept.org/download/647"")";"=HYPERLINK(""http://docdb.cept.org/document/275"")"
"ECC Reports";"ECC Report 168";"FM44";"2011-05-30";"Active";"Regulatory framework for indoor GNSS pseudolites";"=HYPERLINK(""http://docdb.cept.org/download/649"")";"=HYPERLINK(""http://docdb.cept.org/document/276"")"
"ECC Reports";"ECC Report 169";"WGRA";"2011-05-25";"Active";"Description of practices relative to trading of spectrum rights of use";"=HYPERLINK(""http://docdb.cept.org/download/651"")";"=HYPERLINK(""http://docdb.cept.org/document/277"")"
"ECC Reports";"ECC Report 170";"SE24";"2011-10-31";"Active";"Specific UWB applications in the bands 3.4 - 4.8 GHz and 6 - 8.5 GHz Location Tracking Applications for Emergency Services (LAES), location tracking applications type 2 (LT2) and location tracking and sensor applications for automotive and transportation environments (LTA)

";"=HYPERLINK(""http://docdb.cept.org/download/653"")";"=HYPERLINK(""http://docdb.cept.org/document/278"")"
"ECC Reports";"ECC Report 171";"SE40";"2011-10-31";"Active";"Impact of unwanted emissions of Iridium satellites on radioastronomy operations in the band 1610.6-1613.8 MHz";"=HYPERLINK(""http://docdb.cept.org/download/656"")";"=HYPERLINK(""http://docdb.cept.org/document/279"")"
"ECC Reports";"ECC Report 172";"SE7";"2012-04-02";"Active";"Broadband Wireless Systems Usage in 2300-2400 MHz
";"=HYPERLINK(""http://docdb.cept.org/download/658"")";"=HYPERLINK(""http://docdb.cept.org/document/280"")"
"ECC Reports";"ECC Report 173";"SE19";"2023-06-09";"Active";"Fixed Service in Europe Current use and future trends post 2022

approved March 2012 and latest amended 9 June 2023
";"=HYPERLINK(""http://docdb.cept.org/download/4472"")";"=HYPERLINK(""http://docdb.cept.org/document/281"")"
"ECC Reports";"ECC Report 174";"SE21";"2012-04-11";"Active";"Compatibility between the mobile service in the band 2500-2690 MHz and the radiodetermination service in the band 2700-2900 MHz";"=HYPERLINK(""http://docdb.cept.org/download/672"")";"=HYPERLINK(""http://docdb.cept.org/document/282"")"
"ECC Reports";"ECC Report 175";"SE24";"2012-04-11";"Active";"Co-existence study considering UWB applications inside aircraft and existing radio services in the frequency bands from 3.1 GHz to 4.8 GHz and from 6.0 GHz to 8.5 GHz";"=HYPERLINK(""http://docdb.cept.org/download/674"")";"=HYPERLINK(""http://docdb.cept.org/document/283"")"
"ECC Reports";"ECC Report 176";"SE24";"2012-04-11";"Active";"The impact of non-specific SRDs on radio services in the band 57–66 GHz";"=HYPERLINK(""http://docdb.cept.org/download/676"")";"=HYPERLINK(""http://docdb.cept.org/document/284"")"
"ECC Reports";"ECC Report 177";"WGFM";"2012-05-09";"Active";"Possibilities for Future Terrestrial Delivery of Audio Broadcasting Services";"=HYPERLINK(""http://docdb.cept.org/download/678"")";"=HYPERLINK(""http://docdb.cept.org/document/285"")"
"ECC Reports";"ECC Report 178";"WGNaN";"2012-05-11";"Active";"Open and Closed Dialling Plans";"=HYPERLINK(""http://docdb.cept.org/download/680"")";"=HYPERLINK(""http://docdb.cept.org/document/286"")"
"ECC Reports";"ECC Report 180";"EFISMG";"2018-02-09";"Active";"Guidance on the interpretation of the requirements of ECC/DEC/(01)03 on EFIS

approved September 2012 and latest amended 9 February 2018";"=HYPERLINK(""http://docdb.cept.org/download/3433"")";"=HYPERLINK(""http://docdb.cept.org/document/991"")"
"ECC Reports";"ECC Report 181";"SE24";"2012-09-24";"Active";"Improving spectrum efficiency in SRD bands
";"=HYPERLINK(""http://docdb.cept.org/download/684"")";"=HYPERLINK(""http://docdb.cept.org/document/288"")"
"ECC Reports";"ECC Report 182";"SRDMG";"2012-10-04";"Active";"Survey about the use of the frequency band 863-870 MHz";"=HYPERLINK(""http://docdb.cept.org/download/688"")";"=HYPERLINK(""http://docdb.cept.org/document/289"")"
"ECC Reports";"ECC Report 183";"FM44";"2013-02-19";"Active";"Regulatory Framework for Outdoor GNSS Pseudolites";"=HYPERLINK(""http://docdb.cept.org/download/690"")";"=HYPERLINK(""http://docdb.cept.org/document/290"")"
"ECC Reports";"ECC Report 184";"FM44";"2013-02-19";"Active";"The Use of Earth Stations on Mobile Platforms Operating with GSO Satellite Networks in the Frequency Range17.3-20.2 GHz and 27.5-30.0 GHz";"=HYPERLINK(""http://docdb.cept.org/download/692"")";"=HYPERLINK(""http://docdb.cept.org/document/291"")"
"ECC Reports";"ECC Report 185";"WGSE";"2013-01-29";"Active";"Complementary Report to ECC Report 159.
Further definition of technical and operational requirements for the operation of white space devices in the band 470-790 MHz";"=HYPERLINK(""http://docdb.cept.org/download/694"")";"=HYPERLINK(""http://docdb.cept.org/document/292"")"
"ECC Reports";"ECC Report 186";"WGSE";"2013-01-29";"Active";"Technical and operational requirements for the operation of white space devices under geo-location approach";"=HYPERLINK(""http://docdb.cept.org/download/703"")";"=HYPERLINK(""http://docdb.cept.org/document/293"")"
"ECC Reports";"ECC Report 187";"SE7";"2013-02-01";"Active";"Compatibility study between mobile communication services on board aircraft (MCA) and ground-based systems";"=HYPERLINK(""http://docdb.cept.org/download/705"")";"=HYPERLINK(""http://docdb.cept.org/document/294"")"
"ECC Reports";"ECC Report 188";"WGFM";"2013-02-19";"Active";"Future Harmonised Use of the 1452-1492 MHz in CEPT";"=HYPERLINK(""http://docdb.cept.org/download/721"")";"=HYPERLINK(""http://docdb.cept.org/document/295"")"
"ECC Reports";"ECC Report 189";"SRDMG";"2014-02-13";"Active";"Future Spectrum Demand for Short Range Devices in the UHF frequency bands";"=HYPERLINK(""http://docdb.cept.org/download/723"")";"=HYPERLINK(""http://docdb.cept.org/document/296"")"
"ECC Reports";"ECC Report 190";"SE24";"2013-05-15";"Active";"Compatibility between Short-Range Devices (SRD) and EESS (passive) in the 122 to 122.25 GHz band";"=HYPERLINK(""http://docdb.cept.org/download/724"")";"=HYPERLINK(""http://docdb.cept.org/document/297"")"
"ECC Reports";"ECC Report 191";"FM51";"2013-09-24";"Active";"Adjacent band compatibility between MFCN and PMSE audio applications in the 1785-1805 MHz frequency range
";"=HYPERLINK(""http://docdb.cept.org/download/727"")";"=HYPERLINK(""http://docdb.cept.org/document/298"")"
"ECC Reports";"ECC Report 192";"SRDMG";"2017-11-21";"Active";"The Current Status of DFS (Dynamic Frequency Selection) In the 5 GHz frequency range

approved 06 February 2014, Annex 2 amended 13 February 2015 and updated 21 November 2017 ";"=HYPERLINK(""http://docdb.cept.org/download/729"")";"=HYPERLINK(""http://docdb.cept.org/document/299"")"
"ECC Reports";"ECC Report 193";"WGNaN";"2012-11-21";"Active";"Emergency Calls in VoIP Environment:
Compilation of Recent Studies";"=HYPERLINK(""http://docdb.cept.org/download/732"")";"=HYPERLINK(""http://docdb.cept.org/document/300"")"
"ECC Reports";"ECC Report 194";"WGNaN";"2013-04-17";"Active";"Extra-Territorial Use of E.164 Numbers";"=HYPERLINK(""http://docdb.cept.org/download/734"")";"=HYPERLINK(""http://docdb.cept.org/document/301"")"
"ECC Reports";"ECC Report 195";"WGNaN";"2013-04-17";"Active";"Minimum Set of Quality of Service Parameters and Measurement Methods for Retail Internet Access Services";"=HYPERLINK(""http://docdb.cept.org/download/736"")";"=HYPERLINK(""http://docdb.cept.org/document/302"")"
"ECC Reports";"ECC Report 196";"WGNaN";"2013-04-17";"Active";"Abuse, Delay and Compensation Mechanisms
in Number Portability";"=HYPERLINK(""http://docdb.cept.org/download/738"")";"=HYPERLINK(""http://docdb.cept.org/document/303"")"
"ECC Reports";"ECC Report 197";"SE40";"2013-05-15";"Active";"Compatibility studies – MSS terminals transmitting to a satellite in the band 1980-2010 MHz and adjacent channel UMTS services";"=HYPERLINK(""http://docdb.cept.org/download/740"")";"=HYPERLINK(""http://docdb.cept.org/document/304"")"
"ECC Reports";"ECC Report 198";"SE19";"2013-05-16";"Active";"Adaptive modulation and ATPC operations in fixed point-to-point systems - Guideline on coordination procedures";"=HYPERLINK(""http://docdb.cept.org/download/762"")";"=HYPERLINK(""http://docdb.cept.org/document/305"")"
"ECC Reports";"ECC Report 199";"WGFM";"2013-05-30";"Active";"User requirements and spectrum needs for future European broadband PPDR systems (Wide Area Networks)

";"=HYPERLINK(""http://docdb.cept.org/download/764"")";"=HYPERLINK(""http://docdb.cept.org/document/306"")"
"ECC Reports";"ECC Report 200";"WGSE";"2020-05-21";"Active";"ECC Report 200: ""Co-existence studies for proposed SRD and RFID applications in the frequency 870-876 MHz/915-921 MHz""<br>
Addendum to ECC Report 200: ""Additional co-existence studies between SRDs/RFIDs and E-GSM-R in the 900 MHz frequency band""";"=HYPERLINK(""http://docdb.cept.org/download/850, http://docdb.cept.org/download/770"")";"=HYPERLINK(""http://docdb.cept.org/document/307"")"
"ECC Reports";"ECC Report 201";"SE24";"2013-09-25";"Active";"Compatibility study between MBANS operating in the 2400-2483.5 MHz and 2483.5-2500 MHz and other systems in the same bands or in adjacent bands

";"=HYPERLINK(""http://docdb.cept.org/download/852"")";"=HYPERLINK(""http://docdb.cept.org/document/308"")"
"ECC Reports";"ECC Report 202";"SE7";"2013-09-25";"Active";"Out-of-Band emission limits for Mobile/Fixed Communication Networks (MFCN) Supplemental Downlink (SDL) operating in the 1452-1492 MHz band
";"=HYPERLINK(""http://docdb.cept.org/download/977"")";"=HYPERLINK(""http://docdb.cept.org/document/309"")"
"ECC Reports";"ECC Report 203";"ECC PT1";"2013-11-12";"Active";"Least Restrictive Technical Conditions suitable for Mobile/Fixed Communication Networks (MFCN), including IMT, in the frequency bands 3400-3600 MHz and 3600-3800 MHz";"=HYPERLINK(""http://docdb.cept.org/download/988"")";"=HYPERLINK(""http://docdb.cept.org/document/310"")"
"ECC Reports";"ECC Report 204";"FM51";"2014-02-11";"Active";"Spectrum use and future requirements for PMSE";"=HYPERLINK(""http://docdb.cept.org/download/990"")";"=HYPERLINK(""http://docdb.cept.org/document/311"")"
"ECC Reports";"ECC Report 205";"WGFM";"2014-02-12";"Active";"Licensed Shared Access (LSA)";"=HYPERLINK(""http://docdb.cept.org/download/992"")";"=HYPERLINK(""http://docdb.cept.org/document/312"")"
"ECC Reports";"ECC Report 206";"SE24";"2014-02-05";"Active";"Compatibility studies in the band 5725-5875 MHz between SRD equipment for wireless industrial applications and other systems

";"=HYPERLINK(""http://docdb.cept.org/download/994"")";"=HYPERLINK(""http://docdb.cept.org/document/313"")"
"ECC Reports";"ECC Report 207";"SE24";"2014-01-31";"Active";"Adjacent band co-existence of SRDs in the band 863-870 MHz in light of the LTE usage below 862 MHz

";"=HYPERLINK(""http://docdb.cept.org/download/1067"")";"=HYPERLINK(""http://docdb.cept.org/document/314"")"
"ECC Reports";"ECC Report 208";"SE24";"2014-02-04";"Active";"Impact of RFID devices on radio services in the band 13.56 MHz";"=HYPERLINK(""http://docdb.cept.org/download/1124"")";"=HYPERLINK(""http://docdb.cept.org/document/315"")"
"ECC Reports";"ECC Report 209";"WGSE";"2014-02-04";"Active";"Compatibility/sharing studies related to Broadband Direct-Air-to-Ground Communications (DA2GC) in the frequency bands 1900-1920 MHz / 2010-2025 MHz and services/applications in the adjacent bands

";"=HYPERLINK(""http://docdb.cept.org/download/1126"")";"=HYPERLINK(""http://docdb.cept.org/document/316"")"
"ECC Reports";"ECC Report 210";"WGSE";"2014-02-04";"Active";"Compatibility/sharing studies related to Broadband Direct-Air-to-Ground Communications (DA2GC) in the frequency bands 5855-5875 MHz, 2400-2483.5 MHz and 3400-3600 MHz

";"=HYPERLINK(""http://docdb.cept.org/download/1144"")";"=HYPERLINK(""http://docdb.cept.org/document/317"")"
"ECC Reports";"ECC Report 211";"SE19";"2014-02-05";"Active";"Technical assessment of the possible use of asymmetrical point-to-point links";"=HYPERLINK(""http://docdb.cept.org/download/1150"")";"=HYPERLINK(""http://docdb.cept.org/document/318"")"
"ECC Reports";"ECC Report 212";"WGNaN";"2014-04-09";"Active";"Evolution in the Use of E 212 Mobile Network Codes";"=HYPERLINK(""http://docdb.cept.org/download/1152"")";"=HYPERLINK(""http://docdb.cept.org/document/319"")"
"ECC Reports";"ECC Report 213";"WGNaN";"2014-04-09";"Active";"Impact of Number Portability between Fixed and Mobile Service (Service Portability)";"=HYPERLINK(""http://docdb.cept.org/download/1154"")";"=HYPERLINK(""http://docdb.cept.org/document/320"")"
"ECC Reports";"ECC Report 214";"WGFM";"2014-06-06";"Active";"Broadband Direct-Air-to-Ground Communications (DA2GC)";"=HYPERLINK(""http://docdb.cept.org/download/1156"")";"=HYPERLINK(""http://docdb.cept.org/document/321"")"
"ECC Reports";"ECC Report 215";"SE19";"2014-05-13";"Active";"Assessment of  the technical feasibility of  introducing very narrow channel spacing  in some existing plans, in guard bands and center gaps of FWS channel arrangement at 6 GHz and 10 GHz";"=HYPERLINK(""http://docdb.cept.org/download/1158"")";"=HYPERLINK(""http://docdb.cept.org/document/322"")"
"ECC Reports";"ECC Report 216";"ECC PT1";"2014-08-26";"Active";"Practical guidance for TDD networks synchronisation";"=HYPERLINK(""http://docdb.cept.org/download/1160"")";"=HYPERLINK(""http://docdb.cept.org/document/323"")"
"ECC Reports";"ECC Report 217";"SE40";"2020-01-31";"Active";"The Use of Land, Maritime and Aeronautical Earth Stations on Mobile Platforms Operating with NGSO FSS Satellite Systems in the Frequency Range 17.3-20.2 GHz, 27.5-29.1 GHz and 29.5-30.0 GHz 

approved 13 February  2015 and latest amended 31 January 2020";"=HYPERLINK(""http://docdb.cept.org/download/1162"")";"=HYPERLINK(""http://docdb.cept.org/document/324"")"
"ECC Reports";"ECC Report 218";"WGFM";"2015-10-02";"Active";"Harmonised conditions and spectrum bands for the implementation of future European Broadband Public Protection and Disaster Relief (BB-PPDR) systems";"=HYPERLINK(""http://docdb.cept.org/download/1164"")";"=HYPERLINK(""http://docdb.cept.org/document/325"")"
"ECC Reports";"ECC Report 219";"FM51";"2014-10-14";"Active";"Characteristics of PMSE digital video links to be used in compatibility and sharing studies";"=HYPERLINK(""http://docdb.cept.org/download/1166"")";"=HYPERLINK(""http://docdb.cept.org/document/326"")"
"ECC Reports";"ECC Report 220";"WGSE";"2014-09-18";"Active";"Compatibility/sharing studies related to PMSE, DECT and SRD with DA2GC in the 2 GHz unpaired bands and MFCN in the adjacent 2 GHz paired band";"=HYPERLINK(""http://docdb.cept.org/download/1168"")";"=HYPERLINK(""http://docdb.cept.org/document/327"")"
"ECC Reports";"ECC Report 221";"WGSE";"2014-09-18";"Active";"Adjacent band compatibility between MFCN and PMSE audio applications in the 700 MHz frequency band

";"=HYPERLINK(""http://docdb.cept.org/download/1173"")";"=HYPERLINK(""http://docdb.cept.org/document/328"")"
"ECC Reports";"ECC Report 222";"SE24";"2014-09-19";"Active";"The impact of Surveillance Radar equipment operating in the 76 to 79 GHz range for helicopter application on radio systems";"=HYPERLINK(""http://docdb.cept.org/download/1179"")";"=HYPERLINK(""http://docdb.cept.org/document/329"")"
"ECC Reports";"ECC Report 224";"ECC";"2014-11-28";"Active";"Long Term Vision for the UHF broadcasting band";"=HYPERLINK(""http://docdb.cept.org/download/1181"")";"=HYPERLINK(""http://docdb.cept.org/document/330"")"
"ECC Reports";"ECC Report 225";"WGNaN";"2014-10-21";"Active";"Establishing Criteria for the Accuracy and Reliability of the Caller Location Information in support of Emergency Services

";"=HYPERLINK(""http://docdb.cept.org/download/1183"")";"=HYPERLINK(""http://docdb.cept.org/document/331"")"
"ECC Reports";"ECC Report 226";"SE40";"2015-01-30";"Active";"Unwanted emissions of IRIDIUM satellites in the band 1610.6-1613.8 MHz, monitoring campaign 2013";"=HYPERLINK(""http://docdb.cept.org/download/1186"")";"=HYPERLINK(""http://docdb.cept.org/document/332"")"
"ECC Reports";"ECC Report 227";"SE7";"2015-01-30";"Active";"Compatibility Studies for Mobile/Fixed Communication Networks (MFCN) Supplemental Downlink (SDL) operating in the 1452-1492 MHz band

";"=HYPERLINK(""http://docdb.cept.org/download/1188"")";"=HYPERLINK(""http://docdb.cept.org/document/333"")"
"ECC Reports";"ECC Report 228";"SE24";"2015-01-30";"Active";"Compatibility studies between Intelligent Transport Systems (ITS) in the band 5855-5925 MHz and other systems in adjacent bands";"=HYPERLINK(""http://docdb.cept.org/download/1197"")";"=HYPERLINK(""http://docdb.cept.org/document/334"")"
"ECC Reports";"ECC Report 229";"FM56";"2015-05-22";"Active";"Guidance for improving coexistence between GSM-R and MFCN in the 900 MHz band

";"=HYPERLINK(""http://docdb.cept.org/download/1199"")";"=HYPERLINK(""http://docdb.cept.org/document/335"")"
"ECC Reports";"ECC Report 230";"SRDMG";"2015-05-22";"Active";"Harmonisation Possibilities for Assistive Listening Devices in the Band 174-216 MHz";"=HYPERLINK(""http://docdb.cept.org/download/1201"")";"=HYPERLINK(""http://docdb.cept.org/document/336"")"
"ECC Reports";"ECC Report 231";"ECC PT1";"2015-03-06";"Active";"Mobile coverage obligations";"=HYPERLINK(""http://docdb.cept.org/download/1204"")";"=HYPERLINK(""http://docdb.cept.org/document/337"")"
"ECC Reports";"ECC Report 232";"SE40";"2015-05-08";"Active";"Compatibility between Fixed Satellite Service uncoordinated receive Earth Stations and the Fixed Service in the band 17.7-19.7 GHz";"=HYPERLINK(""http://docdb.cept.org/download/1206"")";"=HYPERLINK(""http://docdb.cept.org/document/338"")"
"ECC Reports";"ECC Report 233";"SE40";"2015-05-08";"Active";"Adjacent band compatibility studies for aeronautical CGC systems operating in the bands 1980-2010 MHz and 2170-2200 MHz";"=HYPERLINK(""http://docdb.cept.org/download/1208"")";"=HYPERLINK(""http://docdb.cept.org/document/339"")"
"ECC Reports";"ECC Report 234";"SE24";"2015-05-08";"Active";"Analyses of LDC UWB mitigation techniques with respect to incumbent radiocommunication services within the band 3.1 to 3.4 GHz";"=HYPERLINK(""http://docdb.cept.org/download/1210"")";"=HYPERLINK(""http://docdb.cept.org/document/340"")"
"ECC Reports";"ECC Report 235";"SE19";"2015-05-08";"Active";"Assessment of the feasibility of the possible joint use, on a long term basis, of the adjacent bands 5925-6425 MHz and 6425-7125 MHz for P-P links";"=HYPERLINK(""http://docdb.cept.org/download/1212"")";"=HYPERLINK(""http://docdb.cept.org/document/341"")"
"ECC Reports";"ECC Report 236";"WGFM";"2015-05-27";"Active";"Guidance for national implementation of a regulatory framework for TV WSD using geo-location databases";"=HYPERLINK(""http://docdb.cept.org/download/1214"")";"=HYPERLINK(""http://docdb.cept.org/document/342"")"
"ECC Reports";"ECC Report 237";"ECC PT1";"2015-07-07";"Active";"Compatibility study between wideband Mobile Communication services on board Vessels (MCV) and land-based MFCN networks";"=HYPERLINK(""http://docdb.cept.org/download/1216"")";"=HYPERLINK(""http://docdb.cept.org/document/343"")"
"ECC Reports";"ECC Report 238";"WGNaN";"2015-10-29";"Active";"3rd Party Access to Number Portability Data (NP Data)";"=HYPERLINK(""http://docdb.cept.org/download/1218"")";"=HYPERLINK(""http://docdb.cept.org/document/344"")"
"ECC Reports";"ECC Report 239";"SE7";"2015-09-30";"Active";"Compatibility and sharing studies for BB PPDR systems operating in the 700 MHz range";"=HYPERLINK(""http://docdb.cept.org/download/1220"")";"=HYPERLINK(""http://docdb.cept.org/document/345"")"
"ECC Reports";"ECC Report 240";"SE7";"2015-09-30";"Active";"Compatibility studies regarding Broadband PPDR and other radio applications in 410-430 and 450-470 MHz and adjacent bands";"=HYPERLINK(""http://docdb.cept.org/download/1222"")";"=HYPERLINK(""http://docdb.cept.org/document/346"")"
"ECC Reports";"ECC Report 241";"FM44";"2016-02-05";"Active";"Enhanced access to spectrum for FSS uncoordinated earth stations in the 17.7-19.7 GHz band";"=HYPERLINK(""http://docdb.cept.org/download/1234"")";"=HYPERLINK(""http://docdb.cept.org/document/347"")"
"ECC Reports";"ECC Report 242";"ECC PT1";"2016-03-04";"Active";"Compatibility and sharing studies for M2M applications in the 733-736 MHz / 788-791 MHz band";"=HYPERLINK(""http://docdb.cept.org/download/1236"")";"=HYPERLINK(""http://docdb.cept.org/document/348"")"
