"Type";"Title";"Group";"Publish Date";"Status";"Description";"pdf";"Landing Page"
"ECC Decisions";"ECC/DEC/(25)02";"FM44";"2025-06-27";"Active";"ECC/DEC/(25)02 of 27 June 2025 on low power devices communicating with satellites (LPD-S) within the frequency range 862-870 MHz 

(ECC#67)";"=HYPERLINK(""http://docdb.cept.org/download/4784"")";"=HYPERLINK(""http://docdb.cept.org/document/28652"")"
"ECC Decisions";"ECC/DEC/(25)01";"FM44";"2025-06-27";"Active";"ECC/DEC/(25)01 of 27 June 2025 on designation of the frequency bands used by the Global Navigation Satellite System, Galileo, and Technical and operational measures for the use of the frequency band 1258-1300 MHz by the amateur and amateur-satellite services in order to protect the radionavigation-satellite service (space-to-Earth)

(ECC#67)";"=HYPERLINK(""http://docdb.cept.org/download/4810"")";"=HYPERLINK(""http://docdb.cept.org/document/28651"")"
"ECC Decisions";"ECC/DEC/(24)01";"FM60";"2024-11-08";"Active";"ECC/DEC/(24)01 of 8 November 2024 on harmonised technical conditions for the shared use of the 3800-4200 MHz frequency band by low/medium power terrestrial wireless broadband systems (WBB LMP) providing local-area network connectivity

(ECC#65)";"=HYPERLINK(""http://docdb.cept.org/download/4628"")";"=HYPERLINK(""http://docdb.cept.org/document/28628"")"
"ECC Decisions";"ECC/DEC/(23)01";"FM44";"2024-11-08";"Active";"ECC/DEC/(23)01 of 7 July 2023 on the use of the band 40.5-42.5 GHz by earth stations in the fixed-satellite service (space-to-Earth) and broadcasting-satellite service and on the use of the band 42.5-43.5 GHz by earth stations in the fixed-satellite service (Earth-to-space)

latest updated on 8 November 2024 (ECC#65)";"=HYPERLINK(""http://docdb.cept.org/download/4593"")";"=HYPERLINK(""http://docdb.cept.org/document/28598"")"
"ECC Decisions";"ECC/DEC/(22)07";"ECC PT1";"2025-03-07";"Active";"ECC/DEC/(22)07 of 18 November 2022 on harmonised technical conditions for the usage of aerial UE for communications based on LTE and 5G NR in the bands 703-733 MHz, 832-862 MHz, 880-915 MHz, 1710-1785 MHz, 1920-1980 MHz, 2500-2570 MHz and 2570-2620 MHz harmonised for MFCN

corrected by ECC#66";"=HYPERLINK(""http://docdb.cept.org/download/4649"")";"=HYPERLINK(""http://docdb.cept.org/document/28575"")"
"ECC Decisions";"ECC/DEC/(22)06";"ECC PT1";"2022-11-18";"Active";"ECC/DEC/(22)06 of 18 November 2022 on harmonised technical conditions for Mobile/Fixed Communications Networks (MFCN) in the band 40.5-43.5 GHz 

(ECC#60)";"=HYPERLINK(""http://docdb.cept.org/download/4179"")";"=HYPERLINK(""http://docdb.cept.org/document/28571"")"
"ECC Decisions";"ECC/DEC/(22)05";"WGFM";"2022-11-18";"Active";"ECC/DEC/(22)05 of 18 November 2022 on the withdrawal of <a href=""https://docdb.cept.org/document/797"">ERC Decision (99)15</a> on the designation of the harmonised frequency band 40.5 to 43.5 GHz for the introduction of Multimedia Wireless Systems (MWS) and Point-to-Point (PtP) Fixed Wireless Systems

(ECC#60)";"=HYPERLINK(""http://docdb.cept.org/download/4220"")";"=HYPERLINK(""http://docdb.cept.org/document/28579"")"
"ECC Decisions";"ECC/DEC/(22)04";"WGFM";"2022-11-18";"Active";"ECC/DEC/(22)04 of 18 November 2022 on the withdrawal of <a href=""https://docdb.cept.org/document/446"">ECC Decision (15)03</a> on the harmonised use of broadband Direct Air-to-Ground Communications (DA2GC) systems in the frequency band 5855-5875 MHz

(ECC#60)";"=HYPERLINK(""http://docdb.cept.org/download/4219"")";"=HYPERLINK(""http://docdb.cept.org/document/28578"")"
"ECC Decisions";"ECC/DEC/(22)03";"SRDMG";"2025-11-07";"Active";"ECC/DEC/(22)03 of 18 November 2022 on technical characteristics, exemption from individual licensing and free circulation and use of specific radiodetermination applications in the frequency range 116-260 GHz

latest amended 7 November 2025 (ECC#68)";"=HYPERLINK(""http://docdb.cept.org/download/4857"")";"=HYPERLINK(""http://docdb.cept.org/document/28577"")"
"ECC Decisions";"ECC/DEC/(22)02";"FM58";"2022-07-01";"Active";"ECC/DEC/(22)02 of 1 July 2022 on regulation to operate Autonomous Maritime Radio Devices (AMRD) in CEPT 

(ECC#59)";"=HYPERLINK(""http://docdb.cept.org/download/4055"")";"=HYPERLINK(""http://docdb.cept.org/document/28560"")"
"ECC Decisions";"ECC/DEC/(22)01";"ECC PT1";"2022-03-04";"Active";"ECC/DEC/(22)01 of 4 March 2022 on free circulation and use of Mobile/Fixed Communication Networks (MFCN) terminals operating under the control of terrestrial networks

(ECC#58)";"=HYPERLINK(""http://docdb.cept.org/download/3721"")";"=HYPERLINK(""http://docdb.cept.org/document/27242"")"
"ECC Decisions";"ECC/DEC/(21)03";"WGFM";"2021-11-05";"Active";"ECC/DEC/(21)03 of 5 November 2021 on the withdrawal of <a href=""https://docdb.cept.org/document/719"">ERC Decision (95)01</a> on the free circulation and use of certain radio equipment in CEPT member countries

(ECC#57)";"=HYPERLINK(""http://docdb.cept.org/download/3529"")";"=HYPERLINK(""http://docdb.cept.org/document/22512"")"
"ECC Decisions";"ECC/DEC/(21)02";"SRDMG";"2022-07-01";"Active";"ECC/DEC/(21)02 of 5 November 2021 on the harmonised frequency band 76-77 GHz, technical characteristics, exemption from individual licensing and free circulation and use of High Definition Ground Based Synthetic Aperture Radar (HD-GBSAR)

updated 1 July 2022 (ECC#59)";"=HYPERLINK(""http://docdb.cept.org/download/4065"")";"=HYPERLINK(""http://docdb.cept.org/document/22511"")"
"ECC Decisions";"ECC/DEC/(21)01";"FM44";"2022-03-04";"Active";"ECC/DEC/(21)01 of 5 November 2021 on the use of the bands 47.2-50.2 GHz and 50.4-52.4 GHz by the fixed-satellite service (Earth-to-space)

updated 4 March 2022 (ECC#58)";"=HYPERLINK(""http://docdb.cept.org/download/3733"")";"=HYPERLINK(""http://docdb.cept.org/document/22510"")"
"ECC Decisions";"ECC/DEC/(20)02";"FM56";"2024-06-28";"Active";"ECC/DEC/(20)02 of 20 November 2020 on harmonised use of the paired frequency bands 874.4-880.0 MHz and 919.4-925.0 MHz and of the unpaired frequency band 1900-1910 MHz for Railway Mobile Radio (RMR) 

amended 28 June 2024 (ECC#64)";"=HYPERLINK(""http://docdb.cept.org/download/4521"")";"=HYPERLINK(""http://docdb.cept.org/document/16736"")"
"ECC Decisions";"ECC/DEC/(20)01";"FM61";"2024-11-08";"Active";"ECC/DEC/(20)01 of 20 November 2020 on the harmonised use of the frequency band 5945-6425 MHz for Wireless Access Systems including Radio Local Area Networks (WAS/RLAN)

amended 8 November 2024 (ECC#65)   ";"=HYPERLINK(""http://docdb.cept.org/download/4685"")";"=HYPERLINK(""http://docdb.cept.org/document/16737"")"
"ECC Decisions";"ECC/DEC/(19)04";"FM44";"2021-05-28";"Active";"ECC/DEC/(19)04 of 6 March 2020 on the harmonised use of spectrum, free circulation and use of earth stations on-board aircraft operating with GSO FSS networks and NGSO FSS systems in the frequency bands 12.75-13.25 GHz (Earth-to-space) and 10.7-12.75 GHz (space-to-Earth) 

editorial update 28 May 2021 (WG FM#99)";"=HYPERLINK(""http://docdb.cept.org/download/3427"")";"=HYPERLINK(""http://docdb.cept.org/document/13856"")"
"ECC Decisions";"ECC/DEC/(19)03";"FM58";"2024-06-28";"Active";"ECC/DEC/(19)03 of 8 March 2019 on harmonised usage of the channels of the Radio Regulations Appendix 18 (Table of transmitting frequencies in the VHF maritime mobile band)

amended 28 June 2024 (ECC#64)";"=HYPERLINK(""http://docdb.cept.org/download/4518"")";"=HYPERLINK(""http://docdb.cept.org/document/9681"")"
"ECC Decisions";"ECC/DEC/(19)02";"FM62";"2019-03-08";"Active";"ECC/DEC/(19)02 of 8 March 2019 on Land mobile systems in the frequency ranges 68-87.5 MHz, 146-174 MHz, 406.1-410 MHz, 410-430 MHz, 440-450 MHz and 450-470 MHz 

(ECC#51)";"=HYPERLINK(""http://docdb.cept.org/download/1455"")";"=HYPERLINK(""http://docdb.cept.org/document/9680"")"
"ECC Decisions";"ECC/DEC/(19)01";"FM54";"2019-03-08";"Active";"ECC/DEC/(19)01 of 8 March 2019 on withdrawal of <a href=""https://docdb.cept.org/document/431"">ECC Decision (11)04</a> on exemption from individual licensing of digital terminals of narrowband and wideband PMR/PAMR/PPDR systems and free circulation and use of digital terminals of narrowband and wideband PPDR systems operating in the 80 MHz, 160 MHz, 380-470 MHz and 800/900 MHz bands

(ECC#51)";"=HYPERLINK(""http://docdb.cept.org/download/1456"")";"=HYPERLINK(""http://docdb.cept.org/document/9682"")"
"ECC Decisions";"ECC/DEC/(18)06";"ECC PT1";"2020-11-20";"Active";"ECC/DEC/(18)06 of 6 July 2018 on the harmonised technical conditions for Mobile/Fixed Communications Networks (MFCN) in the band 24.25-27.5 GHz

latest amended on 20 November 2020 (ECC#54)
";"=HYPERLINK(""http://docdb.cept.org/download/1459"")";"=HYPERLINK(""http://docdb.cept.org/document/3361"")"
"ECC Decisions";"ECC/DEC/(18)05";"FM44";"2024-11-08";"Active";"ECC/DEC/(18)05 of 6 July 2018 on the harmonised use, exemption from individual licensing and free circulation and use of Earth Stations In-Motion (ESIM) operating with NGSO FSS satellite systems in the frequency bands 10.7-12.75 GHz and 14.0-14.5 GHz  

latest updated on 8 November 2024 (ECC#65)";"=HYPERLINK(""http://docdb.cept.org/download/4561"")";"=HYPERLINK(""http://docdb.cept.org/document/3609"")"
"ECC Decisions";"ECC/DEC/(18)04";"FM44";"2024-11-08";"Active";"ECC/DEC/(18)04 of 6 July 2018 on the harmonised use, exemption from individual licensing and free circulation and use of land based Earth Stations In-Motion (ESIM) operating with GSO FSS satellite systems in the frequency bands 10.7-12.75 GHz and 14.0-14.5 GHz

latest updated on 8 November 2024 (ECC#65)";"=HYPERLINK(""http://docdb.cept.org/download/4559"")";"=HYPERLINK(""http://docdb.cept.org/document/3362"")"
"ECC Decisions";"ECC/DEC/(18)03";"WGFM";"2018-07-06";"Active";"ECC/DEC/(18)03 of 6 July 2018 on the withdrawal of <a href=""https://docdb.cept.org/document/695"">ERC Decision (01)08</a> on harmonised frequencies, technical characteristics and exemption from individual licensing of Short Range Devices used for Movement Detection and Alert operating in the frequency band 2400 - 2483.5 MHz 

(ECC#48)";"=HYPERLINK(""http://docdb.cept.org/download/1465"")";"=HYPERLINK(""http://docdb.cept.org/document/3608"")"
"ECC Decisions";"ECC/DEC/(18)02";"WGFM";"2018-07-06";"Active";"ECC/DEC/(18)02 of 6 July 2018 on the withdrawal of <a href=""https://docdb.cept.org/document/408"">ECC Decision (07)02</a> on availability of frequency bands between 3400-3800 MHz for the harmonised implementation of Broadband Wireless Access systems (BWA)

(ECC#48)";"=HYPERLINK(""http://docdb.cept.org/download/1468"")";"=HYPERLINK(""http://docdb.cept.org/document/3607"")"
"ECC Decisions";"ECC/DEC/(18)01";"WGFM";"2018-07-06";"Active";"ECC/DEC/(18)01 of 6 July 2018 on the withdrawal of <a href=""https://docdb.cept.org/document/445"">ECC Decision (15)02</a> on ‘The harmonised use of broadband Direct Air-to-Ground Communications (DA2GC) systems in the frequency band 1900-1920 MHz’

(ECC#48)";"=HYPERLINK(""http://docdb.cept.org/download/1469"")";"=HYPERLINK(""http://docdb.cept.org/document/3606"")"
"ECC Decisions";"ECC/DEC/(17)06";"ECC PT1";"2017-11-17";"Active";"ECC/DEC/(17)06 of 17 November 2017 on the harmonised use of the frequency bands 1427-1452 MHz and 1492-1518 MHz for Mobile/Fixed Communications Networks Supplemental Downlink (MFCN SDL)

(ECC#46)
";"=HYPERLINK(""http://docdb.cept.org/download/1471"")";"=HYPERLINK(""http://docdb.cept.org/document/1016"")"
"ECC Decisions";"ECC/DEC/(17)05";"NaN1";"2018-03-02";"Active";"ECC/DEC/(17)05 of 2 March 2018 on the harmonised prefixes and short codes in national numbering plans 

(ECC#47)";"=HYPERLINK(""http://docdb.cept.org/download/1473"")";"=HYPERLINK(""http://docdb.cept.org/document/1035"")"
"ECC Decisions";"ECC/DEC/(17)04";"FM44";"2024-11-08";"Active";"ECC/DEC/(17)04 of 30 June 2017 on the harmonised use and exemption from individual licensing of fixed earth stations operating with NGSO FSS satellite systems in the frequency bands 10.70-12.75 GHz and 14.00-14.50 GHz

latest updated on 8 November 2024 (ECC#65)";"=HYPERLINK(""http://docdb.cept.org/download/4554"")";"=HYPERLINK(""http://docdb.cept.org/document/987"")"
"ECC Decisions";"ECC/DEC/(17)03";"FM44";"2017-06-30";"Active";"ECC/DEC/(17)03 of 30 June 2017 on the withdrawal of <a href=""https://docdb.cept.org/document/767""> ERC/DEC/(98)15</a> “Exemption from Individual Licensing of Omnitracs terminals for the Euteltracs system”

(ECC#45)";"=HYPERLINK(""http://docdb.cept.org/download/1478"")";"=HYPERLINK(""http://docdb.cept.org/document/986"")"
"ECC Decisions";"ECC/DEC/(17)02";"WGFM";"2017-03-03";"Active";"ECC/DEC/(17)02  of 3 March 2017 on the withdrawal of <a href=""https://docdb.cept.org/document/549""> ECTRA Decision ECTRA/DEC/(97)02 </a> on harmonisation of authorisation conditions and co-ordination of procedures in the field of Satellite Personal Communications Services (S-PCS) in Europe, operating within the bands 1610-1626.5 MHz, 2483.5-2500 MHz, 1980-2010 MHz and 2170-2200 MHz

(ECC#44)
";"=HYPERLINK(""http://docdb.cept.org/download/1480"")";"=HYPERLINK(""http://docdb.cept.org/document/944"")"
"ECC Decisions";"ECC/DEC/(17)01";"WGFM";"2017-03-03";"Active";"ECC/DEC/(17)01 of 3 March 2017 on the withdrawal of <a href=""https://docdb.cept.org/document/353"">ECC Decision (01)01</a> on phasing out analogue CT1 and CT1+ applications in the 900 MHz band and <a href=""https://docdb.cept.org/document/354"">ECC Decision (01)02</a> on phasing out digital CT2 applications in the 900 MHz band 

(ECC#44)";"=HYPERLINK(""http://docdb.cept.org/download/1482"")";"=HYPERLINK(""http://docdb.cept.org/document/943"")"
"ECC Decisions";"ECC/DEC/(16)03";"WGFM";"2016-11-18";"Active";"ECC/DEC/(16)03 of 18 November 2016 on the withdrawal of  <a href=""https://docdb.cept.org/document/799"">ERC/DEC/(99)17</a> on the universal shipborne automatic identification system (AIS) channels in the maritime vhf band

(ECC#43)
";"=HYPERLINK(""http://docdb.cept.org/download/1484"")";"=HYPERLINK(""http://docdb.cept.org/document/942"")"
"ECC Decisions";"ECC/DEC/(16)02";"FM62";"2019-03-08";"Active";"ECC/DEC/(16)02 of 17 June 2016 on harmonised technical conditions and frequency bands for the implementation of Broadband Public Protection and Disaster Relief (BB-PPDR) systems

amended on 8 March 2019 (ECC#51)";"=HYPERLINK(""http://docdb.cept.org/download/1486"")";"=HYPERLINK(""http://docdb.cept.org/document/941"")"
"ECC Decisions";"ECC/DEC/(16)01";"SRDMG";"2016-11-18";"Active";"ECC/DEC/(16)01 of 4 March 2016 on the harmonised frequency band 76-77 GHz, technical characteristics, exemption from individual licensing and free carriage and use of obstacle detection radars for rotorcraft use

corrected on 18 November 2016 (ECC#43)";"=HYPERLINK(""http://docdb.cept.org/download/1488"")";"=HYPERLINK(""http://docdb.cept.org/document/449"")"
"ECC Decisions";"ECC/DEC/(15)05";"FM62";"2018-03-02";"Active";"ECC/DEC/(15)05 of 3 July 2015 on the harmonised frequency range 446.0-446.2 MHz, technical characteristics, exemption from individual licensing and free carriage and use of analogue and digital PMR 446 applications

amended on 2 March 2018 (ECC#47)";"=HYPERLINK(""http://docdb.cept.org/download/1491"")";"=HYPERLINK(""http://docdb.cept.org/document/448"")"
"ECC Decisions";"ECC/DEC/(15)04";"FM44";"2020-11-20";"Active";"ECC/DEC/(15)04 of 3 July 2015 on the harmonised use, free circulation and exemption from individual licensing of Land, Maritime and Aeronautical Earth Stations On Mobile Platforms (ESOMPs) operating with NGSO FSS satellite systems in the frequency ranges 17.3-20.2 GHz, 27.5-29.1 GHz and 29.5-30.0 GHz
 
latest amended on 20 November 2020 (ECC#54)
";"=HYPERLINK(""http://docdb.cept.org/download/1496"")";"=HYPERLINK(""http://docdb.cept.org/document/447"")"
"ECC Decisions";"ECC/DEC/(15)03";"WGFM";"2015-07-03";"Withdrawn";"ECC/DEC/(15)03 of 3 July 2015 on the harmonised use of broadband Direct Air-to-Ground Communications (DA2GC) systems in the frequency band 5855-5875 MHz";"=HYPERLINK(""http://docdb.cept.org/download/1498"")";"=HYPERLINK(""http://docdb.cept.org/document/446"")"
"ECC Decisions";"ECC/DEC/(15)02";"WGFM";"2015-07-03";"Withdrawn";"ECC/DEC/(15)02 of 3 July 2015 on the harmonised use of broadband Direct Air-to-Ground Communications (DA2GC) systems in the frequency band 1900-1920 MHz";"=HYPERLINK(""http://docdb.cept.org/download/1500"")";"=HYPERLINK(""http://docdb.cept.org/document/445"")"
"ECC Decisions";"ECC/DEC/(15)01";"ECC PT1";"2015-03-06";"Active";"ECC/DEC/(15)01 of 6 March 2015 on Harmonised technical conditions for mobile/fixed communications networks (MFCN) in the band 694-790 MHz including a paired frequency arrangement (Frequency Division Duplex 2x30 MHz) and an optional unpaired frequency arrangement (Supplemental Downlink)

(ECC#39)";"=HYPERLINK(""http://docdb.cept.org/download/1502"")";"=HYPERLINK(""http://docdb.cept.org/document/444"")"
"ECC Decisions";"ECC/DEC/(14)02";"ECC PT1";"2023-03-10";"Active";"ECC/DEC/(14)02 of 27 June 2014 on Harmonised technical and regulatory conditions for the use of the band 2300-2400 MHz for Mobile/Fixed Communications Networks (MFCN)

amended 10 March 2023 (ECC#61)
";"=HYPERLINK(""http://docdb.cept.org/download/4305"")";"=HYPERLINK(""http://docdb.cept.org/document/443"")"
"ECC Decisions";"ECC/DEC/(14)01";"WGFM";"2014-06-27";"Active";"ECC/DEC/(14)01 of 27 June 2014 on the withdrawal of <a href=""https://docdb.cept.org/document/362"">ECC Decision (02)07</a> on on the harmonised European use of the bands 1670 - 1675 MHz and 1800 - 1805 MHz and on the withdrawal of <a href=""https://docdb.cept.org/document/713"">ERC Decision (92)01</a> “Decision on the frequency bands to be designated for the coordinated introduction of the Terrestrial Flight Telecommunications System”

(ECC#37)";"=HYPERLINK(""http://docdb.cept.org/download/1507"")";"=HYPERLINK(""http://docdb.cept.org/document/442"")"
"ECC Decisions";"ECC/DEC/(13)03";"ECC PT1";"2018-03-02";"Active";"ECC/DEC/(13)03 of 8 November 2013 on the harmonised use of the frequency band 1452-1492 MHz for Mobile/Fixed Communications Networks Supplemental Downlink (MFCN SDL)

latest amended on 2 March 2018 (ECC#47)";"=HYPERLINK(""http://docdb.cept.org/download/1508"")";"=HYPERLINK(""http://docdb.cept.org/document/441"")"
"ECC Decisions";"ECC/DEC/(13)02";"WGFM";"2013-06-21";"Active";"ECC/DEC/(13)02 of 8 March 2013 on the withdrawal of <a href=""https://docdb.cept.org/document/369"">ECC Decision (03)02</a>

(ECC#34)";"=HYPERLINK(""http://docdb.cept.org/download/1511"")";"=HYPERLINK(""http://docdb.cept.org/document/440"")"
"ECC Decisions";"ECC/DEC/(13)01";"FM44";"2021-07-02";"Active";"ECC/DEC/(13)01 of 8 March 2013 on the use, free circulation, and exemption from individual licensing of Earth stations on mobile platforms (ESOMPs) in the frequency bands available for use by uncoordinated FSS Earth stations within the ranges 17.3-20.2 GHz and 27.5-30.0 GHz

latest amended on 2 July 2021 (ECC#56)
";"=HYPERLINK(""http://docdb.cept.org/download/3452"")";"=HYPERLINK(""http://docdb.cept.org/document/439"")"
"ECC Decisions";"ECC/DEC/(12)04";"WGFM";"2012-11-02";"Active";"ECC/DEC/(12)04 of 2 November 2012 on the withdrawal of <a href=""https://docdb.cept.org/document/356"">ECC Decision (02)01</a>

(ECC#32)";"=HYPERLINK(""http://docdb.cept.org/download/1521"")";"=HYPERLINK(""http://docdb.cept.org/document/438"")"
"ECC Decisions";"ECC/DEC/(12)03";"SRDMG";"2020-03-06";"Active";"ECC/DEC/(12)03 of 2 November 2012 on the harmonised conditions for UWB applications onboard aircraft  

corrected on 6 March 2020 (ECC#52)";"=HYPERLINK(""http://docdb.cept.org/download/1522"")";"=HYPERLINK(""http://docdb.cept.org/document/437"")"
"ECC Decisions";"ECC/DEC/(12)02";"WGFM";"2012-06-01";"Active";"ECC/DEC/(12)02 of 1 June 2012 on the withdrawal of <a href=""https://docdb.cept.org/document/762"">ERC Decision (98)10</a>

(ECC#31)";"=HYPERLINK(""http://docdb.cept.org/download/1526"")";"=HYPERLINK(""http://docdb.cept.org/document/436"")"
"ECC Decisions";"ECC/DEC/(12)01";"FM44";"2022-03-04";"Active";"ECC/DEC/(12)01 of 1 June 2012 on exemption from individual licensing and free circulation and use of satellite mobile terminals operating under the control of networks in the range 1 to 3 GHz

latest amended on 4 March 2022 (ECC#58)
";"=HYPERLINK(""http://docdb.cept.org/download/3719"")";"=HYPERLINK(""http://docdb.cept.org/document/435"")"
"ECC Decisions";"ECC/DEC/(11)07";"WGNaN";"2011-12-09";"Active";"ECC/DEC/(11)07 of 9 December 2011 on the withdrawal of 
ECTRA/DEC(96)01 Regarding a European Telephony Numbering Space (ETNS)
ECTRA/DEC(96)48 Regarding a European Telephony Numbering Space (ETNS)
ECC/DEC/(04)07 on European Telephony Numbering Space (ETNS) Conventions

(ECC#30)

";"=HYPERLINK(""http://docdb.cept.org/download/1530"")";"=HYPERLINK(""http://docdb.cept.org/document/434"")"
"ECC Decisions";"ECC/DEC/(11)06";"ECC PT1";"2018-10-26";"Active";"ECC/DEC/(11)06 of 9 December 2011 on harmonised frequency arrangements and least restrictive technical conditions (LRTC) for mobile/fixed communications networks (MFCN) operating in the band 3400-3800 MHz

latest amended 26 October 2018 (ECC#49)";"=HYPERLINK(""http://docdb.cept.org/download/1531"")";"=HYPERLINK(""http://docdb.cept.org/document/433"")"
"ECC Decisions";"ECC/DEC/(11)05";"WGFM";"2011-12-09";"Active";"ECC/DEC/(11)05 of 9 December 2011 on the withdrawal of <a href=""https://docdb.cept.org/document/689"">ERC/DEC/(01)02</a>, <a href=""https://docdb.cept.org/document/690"">ERC/DEC/(01)03</a>, <a href=""https://docdb.cept.org/document/694"">ERC/DEC/(01)07</a>, <a href=""https://docdb.cept.org/document/697"">ERC/DEC/(01)10</a> and <a href=""https://docdb.cept.org/document/703"">ERC/DEC/(01)16</a> 

(ECC#30)

";"=HYPERLINK(""http://docdb.cept.org/download/1535"")";"=HYPERLINK(""http://docdb.cept.org/document/432"")"
"ECC Decisions";"ECC/DEC/(11)04";"FM54";"2011-12-09";"Withdrawn";"ECC/DEC/(11)04 of 9 December 2011 on Exemption from individual licensing of digital terminals of narrowband and wideband PMR/PAMR/PPDR systems and free circulation and use of digital terminals of narrowband and wideband PPDR systems operating in the 80 MHz, 160 MHz, 380-470 MHz and 800/900 MHz bands";"=HYPERLINK(""http://docdb.cept.org/download/1537"")";"=HYPERLINK(""http://docdb.cept.org/document/431"")"
"ECC Decisions";"ECC/DEC/(11)03";"SRDMG";"2016-06-17";"Active";"ECC/DEC/(11)03 of 24 June 2011 on the harmonised use of frequencies for Citizens' Band (CB) radio equipment

amended on 17 June 2016 (ECC#42)";"=HYPERLINK(""http://docdb.cept.org/download/1540"")";"=HYPERLINK(""http://docdb.cept.org/document/430"")"
"ECC Decisions";"ECC/DEC/(11)02";"SRDMG";"2024-11-08";"Active";"ECC/DEC/(11)02 of 11 March 2011 on industrial Level Probing Radars (LPR) operating in frequency bands 6-8.5 GHz, 24.05-26.5 GHz, 57-64 GHz and 75-85 GHz

latest updated on 8 November (ECC#65)
";"=HYPERLINK(""http://docdb.cept.org/download/4581"")";"=HYPERLINK(""http://docdb.cept.org/document/429"")"
"ECC Decisions";"ECC/DEC/(11)01";"FM44";"2017-03-03";"Active";"ECC/DEC/(11)01 of 11 March 2011 on the protection of the Earth exploration satellite service (passive) in the 1400-1427 MHz band

amended on 3 March 2017 (ECC#44)";"=HYPERLINK(""http://docdb.cept.org/download/1544"")";"=HYPERLINK(""http://docdb.cept.org/document/428"")"
"ECC Decisions";"ECC/DEC/(10)02";"FM44";"2010-11-12";"Active";"ECC/DEC/(10)02 of 12 November 2010 on compatibility between the fixed satellite service in the 30-31 GHz band and the Earth exploration satellite service (passive) in the 31.3-31.5 GHz band";"=HYPERLINK(""http://docdb.cept.org/download/1547"")";"=HYPERLINK(""http://docdb.cept.org/document/427"")"
"ECC Decisions";"ECC/DEC/(10)01";"FM44";"2010-11-12";"Active";"ECC/DEC/(10)01 of 12 November 2010 on sharing conditions in the 10.6-10.68 GHz band between the fixed service, mobile service and Earth exploration satellite service (passive)";"=HYPERLINK(""http://docdb.cept.org/download/1549"")";"=HYPERLINK(""http://docdb.cept.org/document/426"")"
"ECC Decisions";"ECC/DEC/(09)06";"WGNaN";"2024-03-08";"Active";"ECC/DEC/(09)06 of 30 October 2009 on Reserving the National Short Message Service (SMS) Numbering Range Beginning with '116' for Harmonised SMS Numbers for Harmonised Services of Social Value

latest amended on 8 March 2024 (ECC#63)";"=HYPERLINK(""http://docdb.cept.org/download/4431"")";"=HYPERLINK(""http://docdb.cept.org/document/425"")"
"ECC Decisions";"ECC/DEC/(09)05";"WGFM";"2009-10-30";"Active";"ECC/DEC/(09)05 of 30 October 2009 on the withdrawal of ERC/ECC Decisions <br> ERC/DEC/(96)04, ECC/DEC/(04)01 and ECC/DEC/(04)02";"=HYPERLINK(""http://docdb.cept.org/download/1553"")";"=HYPERLINK(""http://docdb.cept.org/document/424"")"
"ECC Decisions";"ECC/DEC/(09)04";"FM44";"2009-10-30";"Active";"ECC/DEC/(09)04 of 30 October 2009 on exemption from individual licensing and the free circulation and use of transmit-only mobile satellite terminals operating in the Mobile-Satellite Service allocations in the 1613.8 - 1626.5 MHz band

";"=HYPERLINK(""http://docdb.cept.org/download/1555"")";"=HYPERLINK(""http://docdb.cept.org/document/423"")"
"ECC Decisions";"ECC/DEC/(09)03";"ECC PT1";"2025-11-07";"Active";"ECC/DEC/(09)03 of 30 October 2009 on harmonised conditions for Mobile/Fixed Communications Networks (MFCN) operating in the band 791-862 MHz

amended 7 November 2025 (ECC#68)";"=HYPERLINK(""http://docdb.cept.org/download/4836"")";"=HYPERLINK(""http://docdb.cept.org/document/422"")"
"ECC Decisions";"ECC/DEC/(09)02";"FM44";"2012-11-02";"Active";"ECC/DEC/(09)02 of 26 June 2009  on the harmonisation of the bands 1610-1626.5 MHz and 2483.5-2500 MHz for use by systems in the Mobile-Satellite Service

amended on 2 November 2012 (ECC#32)";"=HYPERLINK(""http://docdb.cept.org/download/1560"")";"=HYPERLINK(""http://docdb.cept.org/document/421"")"
"ECC Decisions";"ECC/DEC/(09)01";"SRDMG";"2019-07-05";"Active";"ECC/DEC/(09)01 of 13 March 2009 on the harmonised use of the 63.72-65.88 GHz frequency band for Intelligent Transport Systems (ITS)

latest amended on 5 July 2019 (ECC#51)";"=HYPERLINK(""http://docdb.cept.org/download/1564"")";"=HYPERLINK(""http://docdb.cept.org/document/420"")"
"ECC Decisions";"ECC/DEC/(08)08";"ECC PT1";"2022-03-04";"Active";"ECC/DEC/(08)08 of 31 October 2008 on the harmonised use of GSM systems in the 900 MHz and 1800 MHz bands, UMTS systems in the 2 GHz band and LTE and 5G NR non-AAS systems in the 1800 MHz and 2.6 GHz (FDD) bands on board vessels

latest updated on 4 March 2022 (ECC#58)
";"=HYPERLINK(""http://docdb.cept.org/download/3713"")";"=HYPERLINK(""http://docdb.cept.org/document/419"")"
"ECC Decisions";"ECC/DEC/(08)07";"WGFM";"2008-06-27";"Active";"ECC/DEC/(08)07 of 27 June 2008 on the withdrawal of ERC/DEC/(98)03, ERC/DEC/(98)17, ERC/DEC/(98)18 and ERC/DEC/(98)24

";"=HYPERLINK(""http://docdb.cept.org/download/1570"")";"=HYPERLINK(""http://docdb.cept.org/document/418"")"
